concept,method,prompt_idx,prompt,t2i,i2i,dino
pet_cat5,ti,8,cat is wearing headphones.,0.3181,0.7481,0.6693
pet_cat5,ti,9,cat oil painting ghibli inspired.,0.2868,0.7204,0.6352
pet_cat5,lora,0,Photo of a cat.,0.29,0.8511,0.7404
pet_cat5,lora,1,cat swimming in a pool.,0.3405,0.7713,0.5376
pet_cat5,lora,2,cat at a beach with a view of the seashore.,0.3578,0.7957,0.5309
pet_cat5,lora,3,cat sitting on a window.,0.3238,0.8515,0.6468
pet_cat5,lora,4,cat in times square.,0.3631,0.7805,0.6478
pet_cat5,lora,5,cat is wearing sunglasses.,0.3381,0.8052,0.7021
pet_cat5,lora,6,cat wearing a construction outfit.,0.378,0.7478,0.671
pet_cat5,lora,7,cat is playing with a ball.,0.3285,0.8131,0.705
pet_cat5,lora,8,cat is wearing headphones.,0.3492,0.7463,0.6845
pet_cat5,lora,9,cat oil painting ghibli inspired.,0.3059,0.7325,0.7121
pet_cat5,dora,0,Photo of a cat.,0.2949,0.883,0.7692
pet_cat5,dora,1,cat swimming in a pool.,0.3466,0.7729,0.6645
pet_cat5,dora,2,cat at a beach with a view of the seashore.,0.3581,0.818,0.5846
pet_cat5,dora,3,cat sitting on a window.,0.3022,0.8546,0.7176
pet_cat5,dora,4,cat in times square.,0.3446,0.8276,0.728
pet_cat5,dora,5,cat is wearing sunglasses.,0.3339,0.8167,0.7198
pet_cat5,dora,6,cat wearing a construction outfit.,0.369,0.8073,0.7164
pet_cat5,dora,7,cat is playing with a ball.,0.328,0.8355,0.7656
pet_cat5,dora,8,cat is wearing headphones.,0.3389,0.737,0.7306
pet_cat5,dora,9,cat oil painting ghibli inspired.,0.2961,0.7557,0.7406
pet_cat5,lora_prior,0,Photo of a cat.,0.286,0.8627,0.6471
pet_cat5,lora_prior,1,cat swimming in a pool.,0.3384,0.7395,0.3926
pet_cat5,lora_prior,2,cat at a beach with a view of the seashore.,0.3689,0.7814,0.5833
pet_cat5,lora_prior,3,cat sitting on a window.,0.3148,0.8392,0.6209
pet_cat5,lora_prior,4,cat in times square.,0.36,0.7939,0.6288
pet_cat5,lora_prior,5,cat is wearing sunglasses.,0.3194,0.7576,0.5648
pet_cat5,lora_prior,6,cat wearing a construction outfit.,0.3691,0.7484,0.5898
pet_cat5,lora_prior,7,cat is playing with a ball.,0.3252,0.7696,0.6404
pet_cat5,lora_prior,8,cat is wearing headphones.,0.3264,0.7416,0.5938
pet_cat5,lora_prior,9,cat oil painting ghibli inspired.,0.2877,0.7435,0.5404
pet_cat5,dora_prior,0,Photo of a cat.,0.2967,0.8355,0.6645
pet_cat5,dora_prior,1,cat swimming in a pool.,0.3556,0.745,0.4853
pet_cat5,dora_prior,2,cat at a beach with a view of the seashore.,0.3663,0.7737,0.4597
pet_cat5,dora_prior,3,cat sitting on a window.,0.3208,0.8339,0.5729
pet_cat5,dora_prior,4,cat in times square.,0.3626,0.7337,0.5883
pet_cat5,dora_prior,5,cat is wearing sunglasses.,0.3227,0.7713,0.6202
pet_cat5,dora_prior,6,cat wearing a construction outfit.,0.4033,0.7394,0.604
pet_cat5,dora_prior,7,cat is playing with a ball.,0.3219,0.8313,0.6827
pet_cat5,dora_prior,8,cat is wearing headphones.,0.3314,0.7363,0.628
pet_cat5,dora_prior,9,cat oil painting ghibli inspired.,0.2868,0.7428,0.6345
scene_waterfall,ti,0,photo of a waterfall.,0.2123,0.5192,0.1389
scene_waterfall,ti,1,The waterfall at dusk with the first rays of sunlight creeping in.,0.2336,0.5916,0.1683
scene_waterfall,ti,2,waterfall at night full of stars.,0.2357,0.635,0.2378
scene_waterfall,ti,3,A frozen waterfall in the winter season and snow all around.,0.2099,0.5219,0.1561
scene_waterfall,ti,4,A waterfall in a neon-lit cyberpunk cityscape.,0.3492,0.546,0.2395
scene_waterfall,ti,5,A golden retriever in front of the waterfall.,0.2526,0.5313,0.0992
scene_waterfall,ti,6,A cat sitting in front of the waterfall.,0.2285,0.5549,0.0706
scene_waterfall,ti,7,waterfall with a vibrant rainbow arching across its mist.,0.2663,0.6947,0.161
scene_waterfall,ti,8,A flock of flamingos standing in the shallow waters of the waterfall.,0.3242,0.5676,0.0922
scene_waterfall,ti,9,A painter painting the scene of the waterfall on canvas.,0.3386,0.5273,0.2329
scene_waterfall,lora,0,photo of a waterfall.,0.2988,0.8507,0.6712
scene_waterfall,lora,1,The waterfall at dusk with the first rays of sunlight creeping in.,0.3095,0.903,0.7385
scene_waterfall,lora,2,waterfall at night full of stars.,0.3356,0.8331,0.6452
scene_waterfall,lora,3,A frozen waterfall in the winter season and snow all around.,0.3297,0.7956,0.5032
scene_waterfall,lora,4,A waterfall in a neon-lit cyberpunk cityscape.,0.3941,0.6228,0.4602
scene_waterfall,lora,5,A golden retriever in front of the waterfall.,0.3982,0.751,0.5434
scene_waterfall,lora,6,A cat sitting in front of the waterfall.,0.3791,0.7401,0.3622
scene_waterfall,lora,7,waterfall with a vibrant rainbow arching across its mist.,0.3549,0.8624,0.6188
scene_waterfall,lora,8,A flock of flamingos standing in the shallow waters of the waterfall.,0.3862,0.7261,0.3157
scene_waterfall,lora,9,A painter painting the scene of the waterfall on canvas.,0.3924,0.6228,0.3812
scene_waterfall,dora,0,photo of a waterfall.,0.2884,0.8082,0.7611
scene_waterfall,dora,1,The waterfall at dusk with the first rays of sunlight creeping in.,0.3211,0.8714,0.7427
scene_waterfall,dora,2,waterfall at night full of stars.,0.3313,0.8505,0.6846
scene_waterfall,dora,3,A frozen waterfall in the winter season and snow all around.,0.3232,0.8032,0.6559
scene_waterfall,dora,4,A waterfall in a neon-lit cyberpunk cityscape.,0.3951,0.6168,0.5826
scene_waterfall,dora,5,A golden retriever in front of the waterfall.,0.4019,0.7825,0.4106
scene_waterfall,dora,6,A cat sitting in front of the waterfall.,0.3848,0.6954,0.3154
scene_waterfall,dora,7,waterfall with a vibrant rainbow arching across its mist.,0.3468,0.8551,0.6495
scene_waterfall,dora,8,A flock of flamingos standing in the shallow waters of the waterfall.,0.3836,0.7476,0.3942
scene_waterfall,dora,9,A painter painting the scene of the waterfall on canvas.,0.4072,0.655,0.5065
scene_waterfall,lora_prior,0,photo of a waterfall.,0.2977,0.8839,0.7888
scene_waterfall,lora_prior,1,The waterfall at dusk with the first rays of sunlight creeping in.,0.3084,0.8866,0.7138
scene_waterfall,lora_prior,2,waterfall at night full of stars.,0.3345,0.8437,0.6575
scene_waterfall,lora_prior,3,A frozen waterfall in the winter season and snow all around.,0.3403,0.7807,0.4171
scene_waterfall,lora_prior,4,A waterfall in a neon-lit cyberpunk cityscape.,0.401,0.6443,0.5397
scene_waterfall,lora_prior,5,A golden retriever in front of the waterfall.,0.4031,0.7297,0.314
scene_waterfall,lora_prior,6,A cat sitting in front of the waterfall.,0.3869,0.7124,0.3035
scene_waterfall,lora_prior,7,waterfall with a vibrant rainbow arching across its mist.,0.3403,0.8314,0.6701
scene_waterfall,lora_prior,8,A flock of flamingos standing in the shallow waters of the waterfall.,0.3912,0.7425,0.4461
scene_waterfall,lora_prior,9,A painter painting the scene of the waterfall on canvas.,0.4208,0.6886,0.5105
scene_waterfall,dora_prior,0,photo of a waterfall.,0.3039,0.8599,0.7711
scene_waterfall,dora_prior,1,The waterfall at dusk with the first rays of sunlight creeping in.,0.3099,0.8666,0.7187
scene_waterfall,dora_prior,2,waterfall at night full of stars.,0.3406,0.8109,0.664
scene_waterfall,dora_prior,3,A frozen waterfall in the winter season and snow all around.,0.3393,0.7551,0.5846
scene_waterfall,dora_prior,4,A waterfall in a neon-lit cyberpunk cityscape.,0.3927,0.6036,0.4979
scene_waterfall,dora_prior,5,A golden retriever in front of the waterfall.,0.4221,0.7072,0.2308
scene_waterfall,dora_prior,6,A cat sitting in front of the waterfall.,0.3961,0.7489,0.4138
scene_waterfall,dora_prior,7,waterfall with a vibrant rainbow arching across its mist.,0.3452,0.832,0.6219
scene_waterfall,dora_prior,8,A flock of flamingos standing in the shallow waters of the waterfall.,0.3825,0.7201,0.3024
scene_waterfall,dora_prior,9,A painter painting the scene of the waterfall on canvas.,0.3978,0.659,0.2663
transport_tank,ti,0,photo of a tank.,0.2986,0.6065,0.1906
transport_tank,ti,1,"tank at the edge Grand Canyon, with the sun setting in the background.",0.2729,0.4857,0.0196
transport_tank,ti,2,A graffiti-covered tank parked on a street.,0.373,0.5305,0.0992
transport_tank,ti,3,Photo of snow-covered tank in a forest.,0.2895,0.4822,0.0154
transport_tank,ti,4,The tank in a rustic barnyard.,0.272,0.5278,0.1632
transport_tank,ti,5,The tank in a cherry blossom park.,0.2728,0.4906,0.018
transport_tank,ti,6,A tank under a clear night sky.,0.3564,0.5842,0.1888
transport_tank,ti,7,A squirrel perched on the tank.,0.3017,0.6209,0.1577
transport_tank,ti,8,"tank on Mars, an astronaut planting a flag nearby.",0.3271,0.543,0.1378
transport_tank,ti,9,Photo of a drone hovering beside the tank.,0.3064,0.6275,0.1889
transport_tank,lora,0,photo of a tank.,0.2887,0.6879,0.4017
transport_tank,lora,1,"tank at the edge Grand Canyon, with the sun setting in the background.",0.3195,0.5624,0.3209
transport_tank,lora,2,A graffiti-covered tank parked on a street.,0.3649,0.6075,0.3197
transport_tank,lora,3,Photo of snow-covered tank in a forest.,0.3691,0.5442,0.2434
transport_tank,lora,4,The tank in a rustic barnyard.,0.295,0.6794,0.3698
transport_tank,lora,5,The tank in a cherry blossom park.,0.3802,0.6359,0.3545
transport_tank,lora,6,A tank under a clear night sky.,0.3437,0.5951,0.3339
transport_tank,lora,7,A squirrel perched on the tank.,0.304,0.6302,0.285
transport_tank,lora,8,"tank on Mars, an astronaut planting a flag nearby.",0.3553,0.5124,0.3387
transport_tank,lora,9,Photo of a drone hovering beside the tank.,0.3201,0.7518,0.3662
transport_tank,dora,0,photo of a tank.,0.2795,0.6874,0.4791
transport_tank,dora,1,"tank at the edge Grand Canyon, with the sun setting in the background.",0.311,0.5531,0.3623
transport_tank,dora,2,A graffiti-covered tank parked on a street.,0.3441,0.5489,0.3064
transport_tank,dora,3,Photo of snow-covered tank in a forest.,0.3554,0.5486,0.2717
transport_tank,dora,4,The tank in a rustic barnyard.,0.2699,0.7212,0.4251
transport_tank,dora,5,The tank in a cherry blossom park.,0.3757,0.6274,0.4309
transport_tank,dora,6,A tank under a clear night sky.,0.3746,0.5906,0.3122
transport_tank,dora,7,A squirrel perched on the tank.,0.3091,0.6227,0.2736
transport_tank,dora,8,"tank on Mars, an astronaut planting a flag nearby.",0.34,0.5432,0.3688
transport_tank,dora,9,Photo of a drone hovering beside the tank.,0.3143,0.6582,0.4031
transport_tank,lora_prior,0,photo of a tank.,0.2998,0.6638,0.3164
transport_tank,lora_prior,1,"tank at the edge Grand Canyon, with the sun setting in the background.",0.3325,0.5836,0.1892
transport_tank,lora_prior,2,A graffiti-covered tank parked on a street.,0.3451,0.5949,0.1616
transport_tank,lora_prior,3,Photo of snow-covered tank in a forest.,0.3476,0.5429,0.1601
transport_tank,lora_prior,4,The tank in a rustic barnyard.,0.235,0.5628,0.1556
transport_tank,lora_prior,5,The tank in a cherry blossom park.,0.3853,0.6173,0.1714
transport_tank,lora_prior,6,A tank under a clear night sky.,0.3284,0.5724,0.1488
transport_tank,lora_prior,7,A squirrel perched on the tank.,0.3058,0.5928,0.1825
transport_tank,lora_prior,8,"tank on Mars, an astronaut planting a flag nearby.",0.3164,0.5563,0.1813
transport_tank,lora_prior,9,Photo of a drone hovering beside the tank.,0.3139,0.6374,0.3022
transport_tank,dora_prior,0,photo of a tank.,0.2915,0.594,0.2408
transport_tank,dora_prior,1,"tank at the edge Grand Canyon, with the sun setting in the background.",0.331,0.5865,0.2036
transport_tank,dora_prior,2,A graffiti-covered tank parked on a street.,0.3234,0.5925,0.1404
transport_tank,dora_prior,3,Photo of snow-covered tank in a forest.,0.3525,0.5637,0.1538
transport_tank,dora_prior,4,The tank in a rustic barnyard.,0.248,0.5975,0.2005
transport_tank,dora_prior,5,The tank in a cherry blossom park.,0.3776,0.5993,0.1541
transport_tank,dora_prior,6,A tank under a clear night sky.,0.3082,0.5829,0.1748
transport_tank,dora_prior,7,A squirrel perched on the tank.,0.3216,0.6223,0.1347
transport_tank,dora_prior,8,"tank on Mars, an astronaut planting a flag nearby.",0.3199,0.5957,0.1931
transport_tank,dora_prior,9,Photo of a drone hovering beside the tank.,0.3021,0.6092,0.267
wearable_jacket1,ti,0,photo of a jacket.,0.1841,0.4955,0.091
wearable_jacket1,ti,1,jacket on a rustic wooden bench in a park.,0.2687,0.56,0.0302
wearable_jacket1,ti,2,jacket hanging on a golden coat rack.,0.3079,0.6843,0.2501
wearable_jacket1,ti,3,jacket resting on the back of a chair in a cafe.,0.2749,0.5036,0.1553
wearable_jacket1,ti,4,A jacket on a hanger in the window of a shop.,0.3023,0.6378,0.1653
wearable_jacket1,ti,5,A jacket on a hook in a study room with bookshelves.,0.276,0.6166,0.1616
wearable_jacket1,ti,6,jacket placed on a beach chair on a sunny Caribbean beach.,0.2953,0.5401,0.1196
wearable_jacket1,ti,7,A humanoid robot wearing jacket with a futuristic city in the background.,0.3087,0.4709,0.0779
wearable_jacket1,ti,8,jacket hanging from a wall hook.,0.3042,0.6718,0.1708
wearable_jacket1,ti,9,A mannequin showcasing jacket.,0.2403,0.624,0.2072
wearable_jacket1,lora,0,photo of a jacket.,0.3125,0.8619,0.6664
wearable_jacket1,lora,1,jacket on a rustic wooden bench in a park.,0.3673,0.7157,0.3739
wearable_jacket1,lora,2,jacket hanging on a golden coat rack.,0.3201,0.8366,0.6428
wearable_jacket1,lora,3,jacket resting on the back of a chair in a cafe.,0.3218,0.7496,0.4999
wearable_jacket1,lora,4,A jacket on a hanger in the window of a shop.,0.3596,0.7668,0.5368
wearable_jacket1,lora,5,A jacket on a hook in a study room with bookshelves.,0.3372,0.8136,0.6195
wearable_jacket1,lora,6,jacket placed on a beach chair on a sunny Caribbean beach.,0.3653,0.6132,0.1992
wearable_jacket1,lora,7,A humanoid robot wearing jacket with a futuristic city in the background.,0.3195,0.5169,0.3156
wearable_jacket1,lora,8,jacket hanging from a wall hook.,0.2804,0.8451,0.6753
wearable_jacket1,lora,9,A mannequin showcasing jacket.,0.3359,0.8019,0.6434
wearable_jacket1,dora,0,photo of a jacket.,0.3144,0.8344,0.6633
wearable_jacket1,dora,1,jacket on a rustic wooden bench in a park.,0.3774,0.7002,0.3693
wearable_jacket1,dora,2,jacket hanging on a golden coat rack.,0.3229,0.8341,0.6837
wearable_jacket1,dora,3,jacket resting on the back of a chair in a cafe.,0.3154,0.7552,0.5396
wearable_jacket1,dora,4,A jacket on a hanger in the window of a shop.,0.3581,0.7714,0.5801
wearable_jacket1,dora,5,A jacket on a hook in a study room with bookshelves.,0.348,0.766,0.6228
wearable_jacket1,dora,6,jacket placed on a beach chair on a sunny Caribbean beach.,0.3914,0.6549,0.2704
wearable_jacket1,dora,7,A humanoid robot wearing jacket with a futuristic city in the background.,0.3214,0.4874,0.2134
wearable_jacket1,dora,8,jacket hanging from a wall hook.,0.2917,0.8376,0.6378
wearable_jacket1,dora,9,A mannequin showcasing jacket.,0.3293,0.7899,0.6679
wearable_jacket1,lora_prior,0,photo of a jacket.,0.303,0.7335,0.492
wearable_jacket1,lora_prior,1,jacket on a rustic wooden bench in a park.,0.3568,0.6957,0.1997
wearable_jacket1,lora_prior,2,jacket hanging on a golden coat rack.,0.3331,0.7696,0.5039
wearable_jacket1,lora_prior,3,jacket resting on the back of a chair in a cafe.,0.3272,0.645,0.1901
wearable_jacket1,lora_prior,4,A jacket on a hanger in the window of a shop.,0.331,0.7611,0.4093
wearable_jacket1,lora_prior,5,A jacket on a hook in a study room with bookshelves.,0.3461,0.7598,0.464
wearable_jacket1,lora_prior,6,jacket placed on a beach chair on a sunny Caribbean beach.,0.3612,0.6382,0.2188
wearable_jacket1,lora_prior,7,A humanoid robot wearing jacket with a futuristic city in the background.,0.338,0.5474,0.1803
wearable_jacket1,lora_prior,8,jacket hanging from a wall hook.,0.3436,0.7092,0.4209
wearable_jacket1,lora_prior,9,A mannequin showcasing jacket.,0.3135,0.7497,0.5385
wearable_jacket1,dora_prior,0,photo of a jacket.,0.2991,0.6788,0.4856
wearable_jacket1,dora_prior,1,jacket on a rustic wooden bench in a park.,0.3766,0.6944,0.3065
wearable_jacket1,dora_prior,2,jacket hanging on a golden coat rack.,0.3396,0.739,0.3145
wearable_jacket1,dora_prior,3,jacket resting on the back of a chair in a cafe.,0.3404,0.7173,0.2833
wearable_jacket1,dora_prior,4,A jacket on a hanger in the window of a shop.,0.3458,0.7313,0.5091
wearable_jacket1,dora_prior,5,A jacket on a hook in a study room with bookshelves.,0.3586,0.7041,0.5325
wearable_jacket1,dora_prior,6,jacket placed on a beach chair on a sunny Caribbean beach.,0.3672,0.6316,0.1755
wearable_jacket1,dora_prior,7,A humanoid robot wearing jacket with a futuristic city in the background.,0.3362,0.4923,0.1324
wearable_jacket1,dora_prior,8,jacket hanging from a wall hook.,0.3221,0.719,0.4893
wearable_jacket1,dora_prior,9,A mannequin showcasing jacket.,0.3147,0.7391,0.51
